Time,Voltage,Current,Temperature,Gas,Label,dV_dt,dT_dt,Power
432,3.82,-395.28,29.59,143,0,0,-0.02,-1509.9696
433,3.82,-392.97,29.54,136,0,0,-0.05,-1501.1454
434,3.81,-419.76,29.59,135,0,-0.01,0.05,-1599.2856
435,3.82,-419.95,29.63,135,0,0.01,0.04,-1604.209
436,3.83,-406.26,29.6,134,0,0.01,-0.03,-1555.9758
437,3.82,-387.26,29.55,139,0,-0.01,-0.05,-1479.3332
438,3.83,-384.56,29.52,135,0,0.01,-0.03,-1472.8648
439,3.83,-412.16,29.55,133,0,0,0.03,-1578.5728
440,3.82,-438.5,29.54,125,0,-0.01,-0.01,-1675.07
441,3.84,-426.18,29.54,124,0,0.02,0,-1636.5312
442,3.86,-405.75,29.59,122,0,0.02,0.05,-1566.195
443,3.86,-396.47,29.61,124,0,0,0.02,-1530.3742
444,3.87,-417.3,29.53,125,0,0.01,-0.08,-1614.951
445,3.88,-417.94,29.54,125,0,0.01,0.01,-1621.6072
446,3.86,-418.07,29.52,125,0,-0.02,-0.02,-1613.7502
447,3.86,-443.23,29.52,130,0,0,0,-1710.8678
448,3.87,-449.39,29.51,128,0,0.01,-0.01,-1739.1393
449,3.87,-454.04,29.56,130,0,0,0.05,-1757.1348
450,3.87,-448.02,29.51,134,0,0,-0.05,-1733.8374
451,3.87,-450.68,29.5,136,0,0,-0.01,-1744.1316
452,3.87,-436.54,29.46,135,0,0,-0.04,-1689.4098
453,3.86,-415.1,29.54,135,0,-0.01,0.08,-1602.286
454,3.87,-432.96,29.63,130,0,0.01,0.09,-1675.5552
455,3.86,-433.23,29.61,131,0,-0.01,-0.02,-1672.2678
456,3.87,-410.45,29.6,126,0,0.01,-0.01,-1588.4415
457,3.87,-414.02,29.62,127,0,0,0.02,-1602.2574
458,3.88,-419.12,29.58,129,0,0.01,-0.04,-1626.1856
459,3.87,-406.36,29.64,130,0,-0.01,0.06,-1572.6132
460,3.88,-407.93,29.67,126,0,0.01,0.03,-1582.7684
461,3.89,-420.5,29.65,127,0,0.01,-0.02,-1635.745
462,3.9,-425.41,29.62,128,0,0.01,-0.03,-1659.099
463,3.9,-430.1,29.59,132,0,0,-0.03,-1677.39
464,3.91,-427.01,29.6,134,0,0.01,0.01,-1669.6091
465,3.91,-417.76,29.52,137,0,0,-0.08,-1633.4416
466,3.91,-417.57,29.46,137,0,0,-0.06,-1632.6987
467,3.91,-420.53,29.47,138,0,0,0.01,-1644.2723
468,3.92,-387.74,29.43,141,0,0.01,-0.04,-1519.9408
469,3.92,-382.93,29.43,146,0,0,0,-1501.0856
470,3.92,-401.47,29.41,143,0,0,-0.02,-1573.7624
471,3.91,-388.21,29.43,144,0,-0.01,0.02,-1517.9011
472,3.92,-386.13,29.39,145,0,0.01,-0.04,-1513.6296
473,3.91,-373.09,29.37,145,0,-0.01,-0.02,-1458.7819
474,3.92,-418.99,29.34,142,0,0.01,-0.03,-1642.4408
475,3.93,-435.81,29.37,143,0,0.01,0.03,-1712.7333
476,3.93,-447.14,29.41,145,0,0,0.04,-1757.2602
477,3.94,-452.64,29.38,149,0,0.01,-0.03,-1783.4016
478,3.94,-439.28,29.46,150,0,0,0.08,-1730.7632
479,3.95,-426.55,29.48,146,0,0.01,0.02,-1684.8725
480,3.96,-419.03,29.49,143,0,0.01,0.01,-1659.3588
481,3.97,-418.11,29.51,146,0,0.01,0.02,-1659.8967
482,3.98,-409.85,29.55,148,0,0.01,0.04,-1631.203
483,3.99,-404.93,29.53,145,0,0.01,-0.02,-1615.6707
484,4,-397.87,29.56,145,0,0.01,0.03,-1591.48
485,4,-402.95,29.59,148,0,0,0.03,-1611.8
486,4,-400.52,29.62,145,0,0,0.03,-1602.08
487,4.01,-390.33,29.62,143,0,0.01,0,-1565.2233
488,4.01,-382,29.63,147,0,0,0.01,-1531.82
489,4.01,-398.16,29.66,146,0,0,0.03,-1596.6216
490,4.01,-383.99,29.7,152,0,0,0.04,-1539.7999
491,4.01,-374.68,29.63,153,0,0,-0.07,-1502.4668
492,4.03,-402.46,29.68,150,0,0.02,0.05,-1621.9138
493,4.03,-425.44,29.64,154,0,0,-0.04,-1714.5232
494,4.03,-436.77,29.7,158,0,0,0.06,-1760.1831
495,4.04,-443.2,29.68,158,0,0.01,-0.02,-1790.528
496,4.04,-463.4,29.63,159,0,0,-0.05,-1872.136
497,4.04,-450.86,29.67,162,0,0,0.04,-1821.4744
498,4.03,-465.49,29.63,160,0,-0.01,-0.04,-1875.9247
499,4.03,-468.22,29.64,160,0,0,0.01,-1886.9266
500,4.04,-346.1,29.65,157,0,0.01,0.01,-1398.244
501,4.03,-233.66,29.69,154,0,-0.01,0.04,-941.6498
502,4.02,-133.2,29.71,149,0,-0.01,0.02,-535.464
503,4.03,-47.66,29.73,145,0,0.01,0.02,-192.0698
504,4.03,33.89,29.73,145,0,0,0,136.5767
505,4.04,61.95,29.78,144,0,0.01,0.05,250.278
506,4.04,81.95,29.79,144,0,0,0.01,331.078
507,4.04,92.41,29.86,148,0,0,0.07,373.3364
508,4.05,118.06,29.87,150,0,0.01,0.01,478.143
509,4.04,115.19,29.84,148,0,-0.01,-0.03,465.3676
510,4.06,119.61,29.9,151,0,0.02,0.06,485.6166
511,4.07,133.49,29.9,153,0,0.01,0,543.3043
512,4.08,153.15,29.91,158,0,0.01,0.01,624.852
513,4.09,153.25,29.95,165,0,0.01,0.04,626.7925
514,4.09,161.62,30,167,0,0,0.05,661.0258
515,4.08,188.64,29.98,172,0,-0.01,-0.02,769.6512
516,4.09,204.97,29.96,167,0,0.01,-0.02,838.3273
517,4.09,174.67,29.96,165,0,0,0,714.4003
518,4.09,208.18,30.03,162,0,0,0.07,851.4562
519,4.09,207.81,30.06,163,0,0,0.03,849.9429
520,4.09,239.73,30.02,159,0,0,-0.04,980.4957
521,4.11,252.46,29.97,155,0,0.02,-0.05,1037.6106
522,4.1,286.44,29.92,151,0,-0.01,-0.05,1174.404
523,4.1,278.51,29.93,160,0,0,0.01,1141.891
524,4.1,278.12,29.94,161,0,0,0.01,1140.292
525,4.12,279.01,29.96,158,0,0.02,0.02,1149.5212
526,4.11,276.65,29.96,163,0,-0.01,0,1137.0315
527,4.1,249.81,29.95,162,0,-0.01,-0.01,1024.221
528,4.09,265.4,29.95,160,0,-0.01,0,1085.486
529,4.1,283.69,29.89,155,0,0.01,-0.06,1163.129
530,4.11,300.64,29.89,151,0,0.01,0,1235.6304
531,4.11,307.68,29.85,151,0,0,-0.04,1264.5648
532,4.1,301.8,29.86,149,0,-0.01,0.01,1237.38
533,4.11,285.5,29.87,144,0,0.01,0.01,1173.405
534,4.1,274.86,29.95,147,0,-0.01,0.08,1126.926
535,4.1,308.22,29.96,148,0,0,0.01,1263.702
536,4.08,320.2,29.96,153,0,-0.02,0,1306.416
537,4.08,302.16,30.01,151,0,0,0.05,1232.8128
538,4.07,331.21,30.03,152,0,-0.01,0.02,1348.0247
539,4.06,309.56,30.08,150,0,-0.01,0.05,1256.8136
540,4.05,296.86,30.03,146,0,-0.01,-0.05,1202.283
541,4.05,251.46,30.06,149,0,0,0.03,1018.413
542,4.04,293.46,30.07,154,0,-0.01,0.01,1185.5784
543,4.05,292.4,30.1,156,0,0.01,0.03,1184.22
544,4.03,307.86,30.15,161,0,-0.02,0.05,1240.6758
545,4.03,311.83,30.16,162,0,0,0.01,1256.6749
546,4.03,345.73,30.19,163,0,0,0.03,1393.2919
547,4.02,347.19,30.26,163,0,-0.01,0.07,1395.7038
548,4.01,317.71,30.24,161,0,-0.01,-0.02,1274.0171
549,4.01,322.5,30.2,165,0,0,-0.04,1293.225
550,4.02,340.77,30.24,162,0,0.01,0.04,1369.8954
551,4.02,330.67,30.19,159,0,0,-0.05,1329.2934
552,4.01,320.58,30.13,161,0,-0.01,-0.06,1285.5258
553,4.01,332.29,30.1,163,0,0,-0.03,1332.4829
554,4,326.14,30.09,163,0,-0.01,-0.01,1304.56
555,4,292.62,30.09,162,0,0,0,1170.48
556,4,282.26,30.07,164,0,0,-0.02,1129.04
557,4.01,295.72,30.03,163,0,0.01,-0.04,1185.8372
558,4.01,267.7,29.96,165,0,0,-0.07,1073.477
559,4.02,295.44,29.98,168,0,0.01,0.02,1187.6688
560,4.02,302.94,30.04,173,0,0,0.06,1217.8188
561,4.01,343.34,30.01,178,0,-0.01,-0.03,1376.7934
562,4.02,326.55,30,180,0,0.01,-0.01,1312.731
563,4.02,334.44,29.98,180,0,0,-0.02,1344.4488
564,4.02,341.29,30,179,0,0,0.02,1371.9858
565,4.03,320.17,30.05,180,0,0.01,0.05,1290.2851
566,4.03,294.77,30,180,0,0,-0.05,1187.9231
567,4.04,298.41,29.99,180,0,0.01,-0.01,1205.5764
568,4.04,292.98,30.02,180,0,0,0.03,1183.6392
569,4.04,314.36,29.92,179,0,0,-0.1,1270.0144
570,4.02,303.09,29.93,180,0,-0.02,0.01,1218.4218
571,4.01,304.99,29.92,178,0,-0.01,-0.01,1223.0099
572,4.01,288.68,29.94,180,0,0,0.02,1157.6068
573,4.01,267.74,29.97,178,0,0,0.03,1073.6374
574,4.01,295.85,30.02,177,0,0,0.05,1186.3585
575,4,274.42,30.02,175,0,-0.01,0,1097.68
576,3.99,250.5,29.95,174,0,-0.01,-0.07,999.495
577,3.98,237.07,29.95,176,0,-0.01,0,943.5386
578,3.97,249.16,29.91,173,0,-0.01,-0.04,989.1652
579,3.96,224.57,29.89,174,0,-0.01,-0.02,889.2972
580,3.95,226.84,29.92,173,0,-0.01,0.03,896.018
581,3.95,212.1,29.95,168,0,0,0.03,837.795
582,3.94,226.2,29.9,168,0,-0.01,-0.05,891.228
583,3.94,221.54,29.9,165,0,0,0,872.8676
584,3.92,196.73,29.92,170,0,-0.02,0.02,771.1816
585,3.92,224.17,29.94,164,0,0,0.02,878.7464
586,3.91,244.86,30.01,164,0,-0.01,0.07,957.4026
587,3.91,252.05,30.04,163,0,0,0.03,985.5155
588,3.91,231.48,30.03,164,0,0,-0.01,905.0868
589,3.92,247.61,30.11,163,0,0.01,0.08,970.6312
590,3.89,253.67,30.08,165,0,-0.03,-0.03,986.7763
591,3.89,253.77,30.06,163,0,0,-0.02,987.1653
592,3.88,273.07,30.06,164,0,-0.01,0,1059.5116
593,3.89,254.88,30.03,164,0,0.01,-0.03,991.4832
594,3.89,269.83,30.05,161,0,0,0.02,1049.6387
595,3.89,258.08,30.02,158,0,0,-0.03,1003.9312
596,3.88,246.4,30.07,160,0,-0.01,0.05,956.032
597,3.86,231.77,30.07,157,0,-0.02,0,894.6322
598,3.85,252.14,30.07,160,0,-0.01,0,970.739
599,3.84,263.3,29.96,159,0,-0.01,-0.11,1011.072
600,3.85,162.32,29.94,155,0,0.01,-0.02,624.932
601,3.85,80.88,29.96,167,0,0,0.02,311.388
602,3.85,-10.89,30.01,166,0,0,0.05,-41.9265
603,3.84,-84.53,29.98,167,0,-0.01,-0.03,-324.5952
604,3.83,-135.15,30.03,166,0,-0.01,0.05,-517.6245
605,3.82,-173.82,30.01,168,0,-0.01,-0.02,-663.9924
606,3.83,-201.06,29.98,168,0,0.01,-0.03,-770.0598
607,3.83,-229.77,29.95,170,0,0,-0.03,-880.0191
608,3.83,-257.6,29.98,166,0,0,0.03,-986.608
609,3.83,-279.08,29.95,168,0,0,-0.03,-1068.8764
610,3.84,-291.3,29.9,165,0,0.01,-0.05,-1118.592
611,3.82,-324.95,29.94,163,0,-0.02,0.04,-1241.309
612,3.82,-337,29.9,164,0,0,-0.04,-1287.34
613,3.81,-368.3,29.89,159,0,-0.01,-0.01,-1403.223
614,3.82,-358.41,29.93,160,0,0.01,0.04,-1369.1262
615,3.81,-334.15,29.97,159,0,-0.01,0.04,-1273.1115
616,3.81,-325.04,29.92,162,0,0,-0.05,-1238.4024
617,3.8,-358.24,29.97,161,0,-0.01,0.05,-1361.312
618,3.8,-355.36,29.97,155,0,0,0,-1350.368
619,3.79,-344.21,30.01,156,0,-0.01,0.04,-1304.5559
620,3.8,-342.24,30.09,158,0,0.01,0.08,-1300.512
621,3.79,-350.47,30.08,158,0,-0.01,-0.01,-1328.2813
622,3.78,-356.76,30.09,156,0,-0.01,0.01,-1348.5528
623,3.78,-358.63,30.05,157,0,0,-0.04,-1355.6214
624,3.77,-367.67,30.05,158,0,-0.01,0,-1386.1159
625,3.77,-354.44,30.07,154,0,0,0.02,-1336.2388
626,3.75,-356.35,30.09,155,0,-0.02,0.02,-1336.3125
627,3.75,-380.34,30.07,158,0,0,-0.02,-1426.275
628,3.75,-402.23,30.12,158,0,0,0.05,-1508.3625
629,3.76,-415.82,30.1,162,0,0.01,-0.02,-1563.4832
630,3.77,-416.91,30.12,168,0,0.01,0.02,-1571.7507
631,3.75,-436.3,30.14,165,0,-0.02,0.02,-1636.125
632,3.77,-410.73,30.13,162,0,0.02,-0.01,-1548.4521
633,3.77,-418.74,30.11,163,0,0,-0.02,-1578.6498
634,3.76,-406.57,30.13,164,0,-0.01,0.02,-1528.7032
635,3.75,-410.74,30.12,162,0,-0.01,-0.01,-1540.275
636,3.77,-396.29,30.11,160,0,0.02,-0.01,-1494.0133
637,3.77,-410.39,30.11,158,0,0,0,-1547.1703
638,3.78,-406.57,30.11,154,0,0.01,0,-1536.8346
639,3.78,-390.33,30.06,159,0,0,-0.05,-1475.4474
640,3.8,-379.99,30.13,157,0,0.02,0.07,-1443.962
641,3.81,-376.24,30.18,158,0,0.01,0.05,-1433.4744
642,3.82,-384.43,30.2,156,0,0.01,0.02,-1468.5226
643,3.8,-385.52,30.13,159,0,-0.02,-0.07,-1464.976
644,3.82,-409.82,30.19,155,0,0.02,0.06,-1565.5124
645,3.82,-392.23,30.16,158,0,0,-0.03,-1498.3186
646,3.82,-382.72,30.21,161,0,0,0.05,-1461.9904
647,3.82,-389.83,30.23,155,0,0,0.02,-1489.1506
648,3.82,-397.9,30.29,154,0,0,0.06,-1519.978
649,3.82,-395.35,30.33,159,0,0,0.04,-1510.237
650,3.82,-412.24,30.31,158,0,0,-0.02,-1574.7568
651,3.81,-408.4,30.31,157,0,-0.01,0,-1556.004
652,3.81,-409.75,30.32,156,0,0,0.01,-1561.1475
653,3.81,-406.04,30.36,153,0,0,0.04,-1547.0124
654,3.82,-402.63,30.33,153,0,0.01,-0.03,-1538.0466
655,3.83,-398.81,30.31,151,0,0.01,-0.02,-1527.4423
656,3.81,-396.79,30.33,148,0,-0.02,0.02,-1511.7699
657,3.8,-415.23,30.29,144,0,-0.01,-0.04,-1577.874
658,3.8,-426.28,30.32,146,0,0,0.03,-1619.864
659,3.81,-441.06,30.27,140,0,0.01,-0.05,-1680.4386
660,3.82,-439.82,30.3,137,0,0.01,0.03,-1680.1124
661,3.82,-450.08,30.24,136,0,0,-0.06,-1719.3056
662,3.83,-425.72,30.23,139,0,0.01,-0.01,-1630.5076
663,3.83,-416.21,30.18,142,0,0,-0.05,-1594.0843
664,3.84,-412.95,30.22,142,0,0.01,0.04,-1585.728
665,3.86,-424.74,30.16,137,0,0.02,-0.06,-1639.4964
666,3.88,-423.6,30.2,138,0,0.02,0.04,-1643.568
667,3.88,-426.5,30.17,141,0,0,-0.03,-1654.82
668,3.88,-400.82,30.21,146,0,0,0.04,-1555.1816
669,3.89,-376.22,30.14,144,0,0.01,-0.07,-1463.4958
670,3.9,-384.18,30.17,140,0,0.01,0.03,-1498.302
671,3.91,-390.99,30.13,144,0,0.01,-0.04,-1528.7709
672,3.91,-386.59,30.12,144,0,0,-0.01,-1511.5669
673,3.9,-378.21,30.07,145,0,-0.01,-0.05,-1475.019
674,3.91,-386.68,30.14,151,0,0.01,0.07,-1511.9188
675,3.9,-375.96,30.13,153,0,-0.01,-0.01,-1466.244
676,3.9,-377.83,30.21,154,0,0,0.08,-1473.537
677,3.91,-356.45,30.22,154,0,0.01,0.01,-1393.7195
678,3.92,-382.76,30.27,159,0,0.01,0.05,-1500.4192
679,3.92,-385.79,30.3,165,0,0,0.03,-1512.2968
680,3.92,-389.19,30.36,163,0,0,0.06,-1525.6248
681,3.92,-366.15,30.41,163,0,0,0.05,-1435.308
682,3.93,-324.31,30.42,161,0,0.01,0.01,-1274.5383
683,3.92,-321.22,30.4,160,0,-0.01,-0.02,-1259.1824
684,3.93,-335.29,30.45,161,0,0.01,0.05,-1317.6897
685,3.94,-326.08,30.4,157,0,0.01,-0.05,-1284.7552
686,3.96,-326.38,30.37,156,0,0.02,-0.03,-1292.4648
687,3.97,-345.76,30.41,159,0,0.01,0.04,-1372.6672
688,3.97,-333.29,30.44,164,0,0,0.03,-1323.1613
689,3.99,-364.88,30.43,165,0,0.02,-0.01,-1455.8712
690,4.02,-389.09,30.4,165,0,0.03,-0.03,-1564.1418
691,4.02,-414.86,30.34,166,0,0,-0.06,-1667.7372
692,4.04,-408.73,30.3,163,0,0.02,-0.04,-1651.2692
693,4.06,-397.12,30.36,159,0,0.02,0.06,-1612.3072
694,4.07,-409.61,30.28,161,0,0.01,-0.08,-1667.1127
695,4.06,-381.07,30.24,166,0,-0.01,-0.04,-1547.1442
696,4.05,-390.36,30.25,163,0,-0.01,0.01,-1580.958
697,4.05,-379.72,30.26,157,0,0,0.01,-1537.866
698,4.04,-401.13,30.22,156,0,-0.01,-0.04,-1620.5652
699,4.03,-405.73,30.19,162,0,-0.01,-0.03,-1635.0919
700,4.03,-287.07,30.29,160,0,0,0.1,-1156.8921
701,4.02,-207.62,30.28,157,0,-0.01,-0.01,-834.6324
702,4.02,-138.54,30.29,155,0,0,0.01,-556.9308
703,4.03,-56.15,30.33,154,0,0.01,0.04,-226.2845
704,4.03,-10.42,30.32,156,0,0,-0.01,-41.9926
705,4.04,26.07,30.4,152,0,0.01,0.08,105.3228
706,4.05,52.1,30.4,149,0,0.01,0,211.005
707,4.06,101.97,30.41,149,0,0.01,0.01,413.9982
708,4.07,105.01,30.4,148,0,0.01,-0.01,427.3907
709,4.07,136.51,30.39,154,0,0,-0.01,555.5957
710,4.07,185.1,30.39,150,0,0,0,753.357
711,4.07,207.05,30.42,151,0,0,0.03,842.6935
712,4.07,198.34,30.44,155,0,0,0.02,807.2438
713,4.07,223.59,30.45,158,0,0,0.01,910.0113
714,4.06,268.81,30.46,160,0,-0.01,0.01,1091.3686
715,4.07,262.9,30.41,161,0,0.01,-0.05,1070.003
716,4.08,255.3,30.35,161,0,0.01,-0.06,1041.624
717,4.08,259.84,30.33,160,0,0,-0.02,1060.1472
718,4.08,250.84,30.34,152,0,0,0.01,1023.4272
719,4.09,252.94,30.34,149,0,0.01,0,1034.5246
720,4.09,231.48,30.38,149,0,0,0.04,946.7532
721,4.09,228.32,30.37,150,0,0,-0.01,933.8288
722,4.09,268.99,30.3,150,0,0,-0.07,1100.1691
723,4.09,241.99,30.35,154,0,0,0.05,989.7391
724,4.07,242.8,30.36,156,0,-0.02,0.01,988.196
725,4.07,242.5,30.34,155,0,0,-0.02,986.975
726,4.07,249.16,30.29,163,0,0,-0.05,1014.0812
727,4.07,271.52,30.34,161,0,0,0.05,1105.0864
728,4.07,293.77,30.32,163,0,0,-0.02,1195.6439
729,4.08,289.44,30.34,161,0,0.01,0.02,1180.9152
730,4.07,302.76,30.39,162,0,-0.01,0.05,1232.2332
731,4.06,321.12,30.44,156,0,-0.01,0.05,1303.7472
732,4.06,313.65,30.45,153,0,0,0.01,1273.419
733,4.06,292.84,30.45,159,0,0,0,1188.9304
734,4.07,269.45,30.4,160,0,0.01,-0.05,1096.6615
735,4.08,291.89,30.43,158,0,0.01,0.03,1190.9112
736,4.09,264.25,30.36,159,0,0.01,-0.07,1080.7825
737,4.1,282.15,30.39,163,0,0.01,0.03,1156.815
738,4.09,276.95,30.47,159,0,-0.01,0.08,1132.7255
739,4.08,280.64,30.49,159,0,-0.01,0.02,1145.0112
740,4.07,268.15,30.53,166,0,-0.01,0.04,1091.3705
741,4.07,269.38,30.54,169,0,0,0.01,1096.3766
742,4.08,296.25,30.6,168,0,0.01,0.06,1208.7
743,4.07,318.84,30.57,166,0,-0.01,-0.03,1297.6788
744,4.07,282.61,30.51,171,0,0,-0.06,1150.2227
745,4.07,274.89,30.48,168,0,0,-0.03,1118.8023
746,4.07,288.36,30.48,171,0,0,0,1173.6252
747,4.08,306.77,30.44,174,0,0.01,-0.04,1251.6216
748,4.07,328.25,30.42,173,0,-0.01,-0.02,1335.9775
749,4.09,340.18,30.45,171,0,0.02,0.03,1391.3362
750,4.08,325.54,30.47,172,0,-0.01,0.02,1328.2032
751,4.08,321.68,30.44,171,0,0,-0.03,1312.4544
752,4.08,345.63,30.44,166,0,0,0,1410.1704
753,4.09,318.96,30.41,169,0,0.01,-0.03,1304.5464
754,4.08,304.19,30.41,169,0,-0.01,0,1241.0952
755,4.08,300.93,30.4,170,0,0,-0.01,1227.7944
756,4.06,307.44,30.4,168,0,-0.02,0,1248.2064
757,4.05,275.36,30.41,168,0,-0.01,0.01,1115.208
758,4.04,275.24,30.42,169,0,-0.01,0.01,1111.9696
759,4.04,262.13,30.43,175,0,0,0.01,1059.0052
760,4.04,243.33,30.42,177,0,0,-0.01,983.0532
761,4.04,266.22,30.42,178,0,0,0,1075.5288
762,4.04,278.76,30.45,180,0,0,0.03,1126.1904
763,4.03,271.67,30.46,179,0,-0.01,0.01,1094.8301
764,4.03,287.42,30.47,178,0,0,0.01,1158.3026
765,4.03,281.3,30.57,179,0,0,0.1,1133.639
766,4.03,286.88,30.55,180,0,0,-0.02,1156.1264
767,4.03,316.78,30.58,179,0,0,0.03,1276.6234
768,4.02,313.27,30.59,179,0,-0.01,0.01,1259.3454
769,4.01,307.15,30.58,180,0,-0.01,-0.01,1231.6715
770,4,314.84,30.59,179,0,-0.01,0.01,1259.36
771,3.98,318.23,30.6,172,0,-0.02,0.01,1266.5554
772,3.98,325.4,30.55,172,0,0,-0.05,1295.092
773,3.97,342.04,30.59,177,0,-0.01,0.04,1357.8988
774,3.98,327.33,30.61,176,0,0.01,0.02,1302.7734
775,3.97,302.13,30.65,174,0,-0.01,0.04,1199.4561
776,3.97,282.32,30.65,174,0,0,0,1120.8104
777,3.96,301.99,30.64,170,0,-0.01,-0.01,1195.8804
778,3.96,297.23,30.64,169,0,0,0,1177.0308
779,3.95,314.77,30.56,169,0,-0.01,-0.08,1243.3415
780,3.95,316.61,30.55,168,0,0,-0.01,1250.6095
781,3.94,304.1,30.56,174,0,-0.01,0.01,1198.154
782,3.94,337.8,30.56,175,0,0,0,1330.932
783,3.93,363.92,30.57,175,0,-0.01,0.01,1430.2056
784,3.92,363.67,30.51,173,0,-0.01,-0.06,1425.5864
785,3.93,362.5,30.48,171,0,0.01,-0.03,1424.625
786,3.92,317.78,30.46,166,0,-0.01,-0.02,1245.6976
787,3.9,308.54,30.45,165,0,-0.02,-0.01,1203.306
788,3.89,292.26,30.44,166,0,-0.01,-0.01,1136.8914
789,3.89,315.13,30.46,165,0,0,0.02,1225.8557
790,3.9,298.78,30.44,162,0,0.01,-0.02,1165.242
791,3.88,270.27,30.39,163,0,-0.02,-0.05,1048.6476
792,3.87,272.56,30.45,163,0,-0.01,0.06,1054.8072
793,3.86,292.49,30.41,163,0,-0.01,-0.04,1129.0114
794,3.85,286.96,30.41,164,0,-0.01,0,1104.796
795,3.85,254.15,30.39,165,0,0,-0.02,978.4775
796,3.85,275.9,30.44,161,0,0,0.05,1062.215
797,3.86,271.42,30.43,159,0,0.01,-0.01,1047.6812
798,3.84,283.17,30.45,156,0,-0.02,0.02,1087.3728
799,3.83,296.12,30.42,154,0,-0.01,-0.03,1134.1396
800,3.84,205.78,30.38,158,0,0.01,-0.04,790.1952
801,3.83,107.44,30.36,159,0,-0.01,-0.02,411.4952
802,3.82,29.23,30.32,163,0,-0.01,-0.04,111.6586
803,3.81,-41.38,30.29,162,0,-0.01,-0.03,-157.6578
804,3.8,-108.93,30.25,162,0,-0.01,-0.04,-413.934
805,3.8,-138.52,30.25,165,0,0,0,-526.376
806,3.8,-181.85,30.24,167,0,0,-0.01,-691.03
807,3.79,-204.11,30.28,167,0,-0.01,0.04,-773.5769
808,3.79,-267.04,30.31,165,0,0,0.03,-1012.0816
809,3.77,-285.09,30.31,167,0,-0.02,0,-1074.7893
810,3.78,-305.69,30.37,168,0,0.01,0.06,-1155.5082
811,3.77,-333.38,30.36,171,0,-0.01,-0.01,-1256.8426
812,3.77,-327.7,30.39,173,0,0,0.03,-1235.429
813,3.76,-329.75,30.46,170,0,-0.01,0.07,-1239.86
814,3.76,-326.28,30.41,171,0,0,-0.05,-1226.8128
815,3.75,-327.24,30.45,169,0,-0.01,0.04,-1227.15
816,3.74,-369.73,30.46,172,0,-0.01,0.01,-1382.7902
817,3.74,-387.39,30.45,171,0,0,-0.01,-1448.8386
818,3.75,-418.51,30.46,174,0,0.01,0.01,-1569.4125
819,3.75,-407.8,30.49,177,0,0,0.03,-1529.25
820,3.74,-382,30.47,177,0,-0.01,-0.02,-1428.68
821,3.74,-382.05,30.49,180,0,0,0.02,-1428.867
822,3.75,-388.98,30.52,178,0,0.01,0.03,-1458.675
823,3.76,-397.85,30.51,175,0,0.01,-0.01,-1495.916
824,3.76,-386.15,30.47,176,0,0,-0.04,-1451.924
825,3.76,-399.75,30.51,177,0,0,0.04,-1503.06
826,3.77,-395.78,30.53,177,0,0.01,0.02,-1492.0906
827,3.77,-391.23,30.54,172,0,0,0.01,-1474.9371
828,3.76,-386.46,30.6,167,0,-0.01,0.06,-1453.0896
829,3.77,-372.09,30.62,171,0,0.01,0.02,-1402.7793
830,3.78,-367.42,30.61,179,0,0.01,-0.01,-1388.8476
831,3.78,-396.43,30.63,177,0,0,0.02,-1498.5054
832,3.78,-416.31,30.61,180,0,0,-0.02,-1573.6518
833,3.77,-411.55,30.52,180,0,-0.01,-0.09,-1551.5435
834,3.77,-409.25,30.55,179,0,0,0.03,-1542.8725
835,3.79,-418.18,30.51,179,0,0.02,-0.04,-1584.9022
836,3.81,-396.75,30.51,174,0,0.02,0,-1511.6175
837,3.81,-391.76,30.51,170,0,0,0,-1492.6056
838,3.81,-393.03,30.56,169,0,0,0.05,-1497.4443
839,3.81,-402.26,30.65,165,0,0,0.09,-1532.6106
840,3.8,-413.26,30.64,162,0,-0.01,-0.01,-1570.388
841,3.82,-413.66,30.68,158,0,0.02,0.04,-1580.1812
842,3.83,-414.3,30.64,155,0,0.01,-0.04,-1586.769
843,3.84,-407.68,30.65,157,0,0.01,0.01,-1565.4912
844,3.83,-419.9,30.66,160,0,-0.01,0.01,-1608.217
845,3.84,-411.75,30.63,161,0,0.01,-0.03,-1581.12
846,3.84,-395.98,30.64,158,0,0,0.01,-1520.5632
847,3.85,-391.43,30.67,159,0,0.01,0.03,-1507.0055
848,3.85,-398.22,30.7,162,0,0,0.03,-1533.147
849,3.86,-412.92,30.64,162,0,0.01,-0.06,-1593.8712
850,3.86,-410.43,30.59,161,0,0,-0.05,-1584.2598
851,3.86,-398,30.62,159,0,0,0.03,-1536.28
852,3.86,-399.94,30.62,158,0,0,0,-1543.7684
853,3.87,-389.49,30.66,157,0,0.01,0.04,-1507.3263
854,3.87,-397.04,30.69,156,0,0,0.03,-1536.5448
855,3.89,-416.6,30.71,154,0,0.02,0.02,-1620.574
856,3.89,-414.46,30.67,151,0,0,-0.04,-1612.2494
857,3.9,-387.16,30.67,152,0,0.01,0,-1509.924
858,3.91,-382.28,30.65,148,0,0.01,-0.02,-1494.7148
859,3.93,-395.62,30.71,147,0,0.02,0.06,-1554.7866
860,3.93,-408.27,30.66,147,0,0,-0.05,-1604.5011
861,3.93,-413.03,30.7,148,0,0,0.04,-1623.2079
862,3.94,-409.53,30.77,146,0,0.01,0.07,-1613.5482
863,3.94,-410.75,30.82,149,0,0,0.05,-1618.355
